GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14
Id,Id2,Geography,Total:,English,Spanish:,Spanish: - Linguistically isolated,Spanish: - Not linguistically isolated,Other Indo-European languages:,Other Indo-European languages: - Linguistically isolated,Other Indo-European languages: - Not linguistically isolated,Asian and Pacific Island languages:,Asian and Pacific Island languages: - Linguistically isolated,Asian and Pacific Island languages: - Not linguistically isolated,Other languages:,Other languages: - Linguistically isolated,Other languages: - Not linguistically isolated
1500000US510030108003,510030108003,"Block Group 3, Census Tract 108, Albemarle County, Virginia",610,527,35,0,35,26,7,19,22,22,0,0,0,0
1500000US510030108004,510030108004,"Block Group 4, Census Tract 108, Albemarle County, Virginia",472,425,0,0,0,25,0,25,22,0,22,0,0,0
1500000US510030108005,510030108005,"Block Group 5, Census Tract 108, Albemarle County, Virginia",412,383,8,0,8,21,0,21,0,0,0,0,0,0
1500000US510030108006,510030108006,"Block Group 6, Census Tract 108, Albemarle County, Virginia",234,186,10,0,10,19,0,19,19,0,19,0,0,0
1500000US510030109011,510030109011,"Block Group 1, Census Tract 109.01, Albemarle County, Virginia",716,607,41,0,41,44,0,44,24,0,24,0,0,0
1500000US510030109012,510030109012,"Block Group 2, Census Tract 109.01, Albemarle County, Virginia",282,62,0,0,0,26,0,26,178,97,81,16,9,7
1500000US510030109021,510030109021,"Block Group 1, Census Tract 109.02, Albemarle County, Virginia",412,287,19,0,19,58,0,58,40,8,32,8,0,8
1500000US510030109031,510030109031,"Block Group 1, Census Tract 109.03, Albemarle County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US510030109032,510030109032,"Block Group 2, Census Tract 109.03, Albemarle County, Virginia",86,86,0,0,0,0,0,0,0,0,0,0,0,0
1500000US510030109033,510030109033,"Block Group 3, Census Tract 109.03, Albemarle County, Virginia",29,29,0,0,0,0,0,0,0,0,0,0,0,0
1500000US510030110001,510030110001,"Block Group 1, Census Tract 110, Albemarle County, Virginia",309,259,31,6,25,19,0,19,0,0,0,0,0,0
1500000US510030110002,510030110002,"Block Group 2, Census Tract 110, Albemarle County, Virginia",467,389,36,10,26,42,0,42,0,0,0,0,0,0
1500000US510030110003,510030110003,"Block Group 3, Census Tract 110, Albemarle County, Virginia",527,477,6,0,6,32,0,32,12,0,12,0,0,0
1500000US510030110004,510030110004,"Block Group 4, Census Tract 110, Albemarle County, Virginia",551,530,8,0,8,0,0,0,13,0,13,0,0,0
1500000US510030110005,510030110005,"Block Group 5, Census Tract 110, Albemarle County, Virginia",477,460,0,0,0,17,10,7,0,0,0,0,0,0
1500000US510030111001,510030111001,"Block Group 1, Census Tract 111, Albemarle County, Virginia",389,364,13,0,13,8,3,5,4,0,4,0,0,0
1500000US510030111002,510030111002,"Block Group 2, Census Tract 111, Albemarle County, Virginia",475,426,16,0,16,27,8,19,6,0,6,0,0,0
1500000US510030111003,510030111003,"Block Group 3, Census Tract 111, Albemarle County, Virginia",320,302,6,0,6,12,0,12,0,0,0,0,0,0
1500000US510030111004,510030111004,"Block Group 4, Census Tract 111, Albemarle County, Virginia",288,263,11,5,6,6,0,6,0,0,0,8,0,8
1500000US510030111005,510030111005,"Block Group 5, Census Tract 111, Albemarle County, Virginia",243,226,14,0,14,3,0,3,0,0,0,0,0,0
1500000US510030112001,510030112001,"Block Group 1, Census Tract 112, Albemarle County, Virginia",577,540,27,0,27,10,0,10,0,0,0,0,0,0
1500000US510030112002,510030112002,"Block Group 2, Census Tract 112, Albemarle County, Virginia",549,500,29,16,13,20,0,20,0,0,0,0,0,0
1500000US510030112003,510030112003,"Block Group 3, Census Tract 112, Albemarle County, Virginia",404,353,7,7,0,44,0,44,0,0,0,0,0,0
1500000US510030112004,510030112004,"Block Group 4, Census Tract 112, Albemarle County, Virginia",432,403,13,0,13,16,0,16,0,0,0,0,0,0
1500000US510030112005,510030112005,"Block Group 5, Census Tract 112, Albemarle County, Virginia",361,341,5,0,5,7,0,7,8,0,8,0,0,0
1500000US510030113001,510030113001,"Block Group 1, Census Tract 113, Albemarle County, Virginia",290,245,26,0,26,10,0,10,9,0,9,0,0,0
1500000US510030113002,510030113002,"Block Group 2, Census Tract 113, Albemarle County, Virginia",510,428,71,44,27,0,0,0,11,0,11,0,0,0
1500000US510030113003,510030113003,"Block Group 3, Census Tract 113, Albemarle County, Virginia",1400,1315,37,0,37,28,0,28,13,0,13,7,0,7
1500000US510030113004,510030113004,"Block Group 4, Census Tract 113, Albemarle County, Virginia",505,470,7,0,7,22,0,22,0,0,0,6,0,6
1500000US510030113005,510030113005,"Block Group 5, Census Tract 113, Albemarle County, Virginia",674,621,21,0,21,24,0,24,0,0,0,8,0,8
1500000US510030113006,510030113006,"Block Group 6, Census Tract 113, Albemarle County, Virginia",421,374,14,0,14,33,0,33,0,0,0,0,0,0
1500000US510030114001,510030114001,"Block Group 1, Census Tract 114, Albemarle County, Virginia",395,366,20,0,20,4,0,4,0,0,0,5,0,5
1500000US510030114002,510030114002,"Block Group 2, Census Tract 114, Albemarle County, Virginia",312,276,12,0,12,24,9,15,0,0,0,0,0,0
1500000US510030114003,510030114003,"Block Group 3, Census Tract 114, Albemarle County, Virginia",427,391,13,0,13,23,0,23,0,0,0,0,0,0
1500000US510030114004,510030114004,"Block Group 4, Census Tract 114, Albemarle County, Virginia",395,359,31,0,31,5,0,5,0,0,0,0,0,0
1500000US510050801001,510050801001,"Block Group 1, Census Tract 801, Alleghany County, Virginia",359,348,11,0,11,0,0,0,0,0,0,0,0,0
1500000US510050801002,510050801002,"Block Group 2, Census Tract 801, Alleghany County, Virginia",275,259,0,0,0,16,0,16,0,0,0,0,0,0
1500000US510050801003,510050801003,"Block Group 3, Census Tract 801, Alleghany County, Virginia",364,344,6,0,6,14,0,14,0,0,0,0,0,0
1500000US510050801004,510050801004,"Block Group 4, Census Tract 801, Alleghany County, Virginia",547,547,0,0,0,0,0,0,0,0,0,0,0,0
